card_name,f1,f1_sig_strike_per,f1_sig_strike_total,f1_td_attempt,f1_td_succeed,f2,f2_sig_strike_per,f2_sig_strike_total,f2_td_attempt,f2_td_succeed,fights_location,round_format,round_fought,weight_class,winner,winning_method,fight_year,SApM_f1,SLpM_f1,height_f1,reach_f1,stance_f1,strAcc_f1,strDef_f1,subAvg_f1,tdAcc_f1,tdAvg_f1,tdDef_f1,weight_f1,born_year_f1,win_f1,lose_f1,draw_f1,nc_f1,SApM_f2,SLpM_f2,height_f2,reach_f2,stance_f2,strAcc_f2,strDef_f2,subAvg_f2,tdAcc_f2,tdAvg_f2,tdDef_f2,weight_f2,born_year_f2,win_f2,lose_f2,draw_f2,nc_f2,f1_age_when_fight,f2_age_when_fight
UFC 194: Aldo vs McGregor,Leonardo Santos,0.66,48,1,1,Kevin Lee,0.21,46,0,0,"Las Vegas, Nevada, USA",3,1,Lightweight,1,KO/TKO,2015,2.77,2.65,182.88,75.0,Orthodox,0.44,0.58,0.3,0.29,1.07,0.89,155,1980,18,5,1,0,3.56,3.89,175.26,77.0,Orthodox,0.42,0.5,0.8,0.43,3.19,0.75,170,1992,18,7,0,0,35,23
UFC on FOX: Dos Anjos vs. Cowboy 2,Rafael Dos Anjos,0.59,44,0,0,Donald Cerrone,0.57,7,1,0,"Orlando, Florida, USA",5,1,Lightweight,1,KO/TKO,2015,3.22,3.49,172.72,70.0,Southpaw,0.46,0.61,0.6,0.37,1.93,0.58,155,1984,30,13,0,0,4.49,4.43,185.42,73.0,Orthodox,0.46,0.53,1.2,0.33,1.18,0.74,170,1983,36,16,0,2,31,32
UFC 194: Aldo vs McGregor,Jacare Souza,0.57,52,7,1,Yoel Romero,0.5,92,1,0,"Las Vegas, Nevada, USA",3,3,Middleweight,0,S-DEC,2015,2.83,2.53,185.42,72.0,Orthodox,0.47,0.62,1.3,0.39,2.57,0.57,185,1979,26,10,0,1,3.05,3.44,182.88,73.0,Southpaw,0.49,0.6,0.0,0.3,1.57,0.78,185,1977,13,5,0,0,36,38
UFC 194: Aldo vs McGregor,Jeremy Stephens,0.57,99,1,1,Max Holloway,0.49,95,12,0,"Las Vegas, Nevada, USA",3,3,Featherweight,0,U-DEC,2015,3.05,3.17,175.26,71.0,Orthodox,0.4,0.58,0.4,0.38,1.16,0.65,145,1986,28,19,0,1,4.58,7.26,180.34,69.0,Orthodox,0.46,0.6,0.3,0.71,0.21,0.84,145,1991,22,6,0,0,29,24
UFC 194: Aldo vs McGregor,Jocelyn Jones-Lybarger,0.57,133,4,0,Tecia Torres,0.27,106,2,0,"Las Vegas, Nevada, USA",3,3,Women's Strawweight,0,U-DEC,2015,4.83,2.96,170.18,64.0,Orthodox,0.31,0.56,0.0,0.25,0.34,0.81,115,1985,6,4,0,0,3.61,4.71,154.94,60.0,Orthodox,0.48,0.6,0.1,0.15,0.71,0.58,115,1989,13,5,0,0,30,26
UFC 194: Aldo vs McGregor,Warlley Alves,0.5,4,0,0,Colby Covington,1.0,2,2,1,"Las Vegas, Nevada, USA",3,1,Welterweight,1,SUB,2015,3.63,3.07,180.34,72.0,Orthodox,0.48,0.51,1.1,0.52,1.42,0.78,170,1991,15,5,0,0,2.86,4.12,180.34,72.0,Orthodox,0.38,0.55,0.1,0.5,4.61,0.75,170,1988,16,2,0,0,24,27
UFC 194: Aldo vs McGregor,Frankie Saenz,0.67,111,13,2,Urijah Faber,0.48,136,3,0,"Las Vegas, Nevada, USA",3,3,Bantamweight,0,U-DEC,2015,3.5,3.94,167.64000000000001,66.0,Orthodox,0.47,0.52,0.1,0.31,1.74,0.61,135,1980,13,7,0,0,2.59,2.65,167.64000000000001,67.0,Orthodox,0.4,0.64,0.8,0.3,1.54,0.58,135,1979,35,11,0,0,35,36
UFC 194: Aldo vs McGregor,Gunnar Nelson,0.81,58,8,2,Demian Maia,0.5,4,1,1,"Las Vegas, Nevada, USA",3,3,Welterweight,0,U-DEC,2015,3.33,1.71,180.34,72.0,Switch,0.57,0.49,0.9,0.55,1.72,0.66,170,1988,17,5,1,0,2.07,1.8,185.42,72.0,Southpaw,0.43,0.63,1.0,0.24,2.49,0.61,170,1977,28,11,0,0,27,38
UFC 194: Aldo vs McGregor,Chris Weidman,0.64,75,6,3,Luke Rockhold,0.65,191,4,2,"Las Vegas, Nevada, USA",5,4,Middleweight,0,KO/TKO,2015,3.14,3.03,187.96,78.0,Orthodox,0.43,0.52,0.9,0.47,3.92,0.65,185,1984,15,6,0,0,2.43,4.18,190.5,77.0,Southpaw,0.48,0.56,1.1,0.3,0.67,0.68,205,1984,16,5,0,0,31,31
UFC 194: Aldo vs McGregor,Conor McGregor,0.33,3,0,0,Jose Aldo,0.83,6,0,0,"Las Vegas, Nevada, USA",5,1,Featherweight,1,KO/TKO,2015,4.66,5.32,175.26,74.0,Southpaw,0.49,0.54,0.1,0.55,0.67,0.66,155,1988,22,6,0,0,3.59,3.63,170.18,70.0,Orthodox,0.45,0.61,0.1,0.56,0.55,0.91,135,1986,30,7,0,0,27,29
UFC Fight Night: Henderson vs Masvidal,Dong Hyun Ma,0.59,61,4,4,Dominique Steele,0.45,42,3,0,"Seoul, South Korea",3,3,Welterweight,0,KO/TKO,2015,4.1,2.84,180.34,70.0,Orthodox,0.41,0.54,0.0,0.53,1.27,0.33,155,1988,16,11,3,0,2.42,2.32,177.8,74.0,Orthodox,0.49,0.5,0.0,0.42,2.95,0.76,170,1988,14,9,0,0,27,27
UFC Fight Night: Henderson vs Masvidal,Seo Hee Ham,0.4,174,2,0,Cortney Casey,0.34,227,0,0,"Seoul, South Korea",3,3,Women's Strawweight,1,U-DEC,2015,5.15,4.2,157.48000000000002,62.0,Southpaw,0.39,0.61,0.2,0.0,0.0,0.66,115,1987,17,8,0,0,4.19,4.33,170.18,67.0,Orthodox,0.38,0.52,0.6,0.27,0.28,0.38,125,1987,9,9,0,0,28,28
UFC Fight Night: Henderson vs Masvidal,Marco Beltran,0.37,61,2,0,Guangyou Ning,0.33,90,1,1,"Seoul, South Korea",3,3,Bantamweight,1,S-DEC,2015,1.93,2.07,172.72,69.0,Orthodox,0.37,0.63,0.2,0.5,0.7,0.46,125,1986,8,6,0,0,1.91,2.66,162.56,64.0,Southpaw,0.41,0.61,0.3,0.5,1.09,0.62,145,1981,5,4,1,0,29,34
UFC Fight Night: Henderson vs Masvidal,Fredy Serrano,0.16,6,0,0,Yao Zhikui,0.6,5,2,1,"Seoul, South Korea",3,1,Flyweight,1,KO/TKO,2015,1.89,1.58,160.02,65.0,Orthodox,0.26,0.61,0.0,0.25,2.84,0.84,125,1979,3,2,0,0,2.82,1.44,165.1,64.0,Orthodox,0.21,0.48,0.0,0.16,0.66,0.58,125,1991,2,4,0,0,36,24
UFC Fight Night: Henderson vs Masvidal,Tae Hyun Bang,0.49,109,1,1,Leo Kuntz,0.34,91,12,3,"Seoul, South Korea",3,3,Lightweight,1,S-DEC,2015,2.07,2.72,175.26,71.0,Switch,0.38,0.66,0.5,0.33,0.49,0.57,155,1983,18,10,0,0,3.8,1.68,177.8,72.0,Orthodox,0.32,0.45,0.7,0.25,1.99,0.33,155,1983,18,4,1,0,32,32
UFC Fight Night: Henderson vs Masvidal,Mike de la Torre,0.44,120,21,1,Yui Chul Nam,0.49,95,2,0,"Seoul, South Korea",3,3,Featherweight,1,S-DEC,2015,4.75,3.21,180.34,71.0,Orthodox,0.39,0.51,0.0,0.16,0.36,0.83,145,1986,14,7,0,1,2.0,3.53,175.26,71.0,Orthodox,0.51,0.48,0.3,0.16,1.33,0.57,145,1981,18,8,1,0,29,34
UFC Fight Night: Henderson vs Masvidal,Dongi Yang,0.69,42,6,1,Jake Collier,0.53,41,1,0,"Seoul, South Korea",3,2,Middleweight,1,KO/TKO,2015,3.21,3.55,177.8,73.0,Southpaw,0.51,0.63,0.5,0.41,1.7,0.61,185,1984,13,3,0,0,4.44,5.52,190.5,78.0,Orthodox,0.42,0.52,0.3,0.21,0.48,0.67,230,1988,12,6,0,0,31,27
UFC Fight Night: Henderson vs Masvidal,Sam Sicilia,0.69,26,0,0,Dooho Choi,0.42,19,1,0,"Seoul, South Korea",3,1,Featherweight,0,KO/TKO,2015,3.55,2.46,172.72,67.0,Orthodox,0.33,0.59,0.9,0.43,1.45,0.7,145,1986,15,8,0,0,6.38,5.32,177.8,70.0,Orthodox,0.51,0.53,0.0,0.2,0.41,0.5,145,1991,14,4,0,0,29,24
UFC Fight Night: Henderson vs Masvidal,Alberto Mina,0.54,142,1,0,Yoshihiro Akiyama,0.45,153,15,2,"Seoul, South Korea",3,3,Welterweight,1,S-DEC,2015,3.7,3.23,182.88,77.0,Orthodox,0.38,0.47,0.0,0.2,1.85,0.5,170,1982,13,1,0,0,3.62,3.1,177.8,75.0,Orthodox,0.41,0.57,1.0,0.67,2.29,0.92,170,1975,14,6,0,2,33,40
UFC Fight Night: Magny vs Gastelum,Andre Fili,0.42,26,0,0,Gabriel Benitez,0.38,42,1,1,"Monterrey, Nuevo Leon, Mexico",3,1,Featherweight,1,KO/TKO,2015,3.86,3.8,180.34,74.0,Orthodox,0.36,0.52,0.2,0.5,2.5,0.68,145,1990,21,8,0,1,3.8,4.35,172.72,71.0,Southpaw,0.39,0.65,1.2,0.5,0.15,0.56,155,1988,22,10,0,0,25,27
UFC Fight Night: Magny vs Gastelum,Valmir Lazaro,0.4,102,0,0,Michel Prazeres,0.37,53,14,1,"Monterrey, Nuevo Leon, Mexico",3,3,Lightweight,0,S-DEC,2015,4.09,4.87,182.88,73.0,Orthodox,0.37,0.61,0.0,0.4,1.33,0.96,155,1985,15,5,0,0,2.51,2.38,167.64000000000001,67.0,Orthodox,0.47,0.57,0.6,0.36,3.94,0.47,170,1981,26,4,0,0,30,34
UFC Fight Night: Magny vs Gastelum,Marco Polo Reyes,0.34,46,4,3,Cesar Arzamendia,0.32,31,0,0,"Monterrey, Nuevo Leon, Mexico",3,1,Lightweight,1,KO/TKO,2015,5.52,6.0,180.34,71.0,Orthodox,0.37,0.59,0.0,0.0,0.0,0.46,155,1984,8,7,0,0,5.2,5.37,180.34,73.0,Orthodox,0.45,0.56,2.4,0.75,7.32,0.0,155,1991,8,3,0,0,31,24
UFC Fight Night: Magny vs Gastelum,Leandro Silva,0.38,63,7,2,Efrain Escudero,0.39,89,0,0,"Monterrey, Nuevo Leon, Mexico",3,3,Lightweight,1,U-DEC,2015,2.08,2.39,175.26,72.0,Orthodox,0.48,0.63,0.4,0.37,1.76,0.65,155,1985,20,6,1,1,2.3,2.92,175.26,71.0,Orthodox,0.44,0.63,0.8,0.4,1.31,0.66,155,1986,28,12,0,0,30,29
UFC Fight Night: Magny vs Gastelum,Alvaro Herrera Mendoza,0.25,8,0,0,Vernon Ramos Ho,0.44,9,0,0,"Monterrey, Nuevo Leon, Mexico",3,1,Welterweight,1,KO/TKO,2015,3.4,1.89,182.88,74.0,Orthodox,0.38,0.55,1.1,0.0,0.0,0.33,155,1990,9,6,0,0,8.0,4.0,167.64000000000001,67.0,Orthodox,0.25,0.55,0.0,0.0,0.0,0.0,170,1992,3,1,0,0,25,23
UFC Fight Night: Magny vs Gastelum,Alejandro Perez,0.42,91,0,0,Scott Jorgensen,0.29,37,6,2,"Monterrey, Nuevo Leon, Mexico",3,2,Bantamweight,1,KO/TKO,2015,2.94,3.52,167.64000000000001,67.0,Orthodox,0.35,0.64,0.1,0.2,0.52,0.73,145,1989,22,8,1,0,3.41,3.37,165.1,66.0,Orthodox,0.4,0.65,0.7,0.45,2.61,0.59,135,1982,15,12,0,0,26,33
UFC Fight Night: Magny vs Gastelum,Hector Urbina,0.4,25,0,0,Bartosz Fabinski,0.64,39,11,6,"Monterrey, Nuevo Leon, Mexico",3,3,Welterweight,0,U-DEC,2015,2.44,0.97,180.34,73.0,Orthodox,0.38,0.39,3.8,0.0,0.0,0.38,170,1987,17,10,1,0,1.46,2.23,182.88,75.0,Orthodox,0.68,0.51,0.0,0.7,7.1,0.8,170,1986,15,5,0,0,28,29
UFC Fight Night: Magny vs Gastelum,Henry Cejudo,0.28,87,3,0,Jussier Formiga,0.39,110,3,2,"Monterrey, Nuevo Leon, Mexico",3,3,Flyweight,1,S-DEC,2015,2.77,3.92,162.56,64.0,Orthodox,0.45,0.65,0.2,0.33,2.12,0.93,135,1987,16,2,0,0,2.34,1.42,165.1,67.0,Orthodox,0.39,0.64,0.6,0.35,1.82,0.87,125,1985,23,8,0,0,28,30
UFC Fight Night: Magny vs Gastelum,Erick Montano,0.42,116,3,2,Enrique Marin,0.28,94,3,1,"Monterrey, Nuevo Leon, Mexico",3,3,Welterweight,1,S-DEC,2015,2.06,2.79,182.88,73.0,Orthodox,0.44,0.64,0.0,0.36,2.29,0.66,170,1985,7,5,0,0,3.0,1.43,177.8,72.0,Open Stance,0.33,0.5,1.0,0.38,2.5,0.6,170,1986,10,4,0,0,30,29
UFC Fight Night: Magny vs Gastelum,Neil Magny,0.37,145,14,6,Kelvin Gastelum,0.4,134,3,2,"Monterrey, Nuevo Leon, Mexico",5,5,Welterweight,1,S-DEC,2015,2.06,3.67,190.5,80.0,Orthodox,0.46,0.56,0.3,0.42,2.44,0.57,170,1987,25,9,0,0,3.24,3.53,175.26,71.0,Southpaw,0.41,0.57,0.1,0.32,1.05,0.62,185,1991,17,8,0,1,28,24
UFC Fight Night: Magny vs Gastelum,Enrique Barzola,0.26,38,0,0,Horacio Gutierrez,0.53,71,9,5,"Monterrey, Nuevo Leon, Mexico",3,3,Lightweight,1,U-DEC,2015,2.97,3.91,170.18,70.0,Orthodox,0.41,0.68,0.3,0.45,4.2,0.66,145,1989,17,5,2,0,2.91,0.86,177.8,72.0,Open Stance,0.26,0.46,0.0,0.0,0.0,0.5,145,1990,4,3,0,0,26,25
UFC 193: Rousey vs Holm,Daniel Kelly,0.52,121,13,5,Steve Montgomery,0.4,191,0,0,"Melbourne, Victoria, Australia",3,3,Middleweight,1,U-DEC,2015,4.64,3.62,182.88,70.0,Southpaw,0.38,0.61,0.3,0.34,1.86,0.78,185,1977,13,4,0,0,4.12,4.85,193.04,78.5,Southpaw,0.39,0.47,0.0,0.0,0.0,0.64,185,1990,9,5,0,0,38,25
UFC Fight Night: Magny vs Gastelum,Taylor Lapilus,0.33,92,2,1,Erik Perez,0.25,78,1,0,"Monterrey, Nuevo Leon, Mexico",3,3,Bantamweight,0,U-DEC,2015,2.0,3.77,167.64000000000001,73.0,Southpaw,0.45,0.61,0.6,0.4,0.58,0.81,135,1992,11,2,0,0,2.09,3.16,172.72,68.0,Orthodox,0.4,0.66,0.2,0.55,3.16,0.69,135,1989,17,6,0,0,23,26
UFC Fight Night: Magny vs Gastelum,Ricardo Lamas,0.52,109,6,3,Diego Sanchez,0.34,86,2,1,"Monterrey, Nuevo Leon, Mexico",3,3,Featherweight,1,U-DEC,2015,2.87,3.13,172.72,71.0,Orthodox,0.47,0.57,0.9,0.33,1.84,0.46,145,1982,20,8,0,0,3.02,2.69,177.8,72.0,Southpaw,0.37,0.56,0.8,0.24,1.51,0.46,170,1981,31,13,0,0,33,34
UFC 193: Rousey vs Holm,Uriah Hall,0.47,94,1,0,Robert Whittaker,0.46,144,2,1,"Melbourne, Victoria, Australia",3,3,Middleweight,0,U-DEC,2015,4.07,3.47,182.88,79.0,Orthodox,0.49,0.54,0.2,0.38,0.58,0.65,185,1984,18,10,0,0,3.34,4.68,182.88,73.0,Orthodox,0.41,0.61,0.0,0.34,0.64,0.83,185,1990,24,5,0,0,31,25
UFC 193: Rousey vs Holm,Danny Martinez,0.4,156,3,3,Richie Vaculik,0.31,171,12,9,"Melbourne, Victoria, Australia",3,3,Flyweight,1,U-DEC,2015,3.77,2.73,167.64000000000001,67.0,Orthodox,0.28,0.63,0.0,0.45,3.0,0.36,125,1985,21,8,0,0,4.09,3.69,167.64000000000001,69.0,Orthodox,0.46,0.57,1.0,0.45,3.0,0.31,125,1983,10,4,0,0,30,32
UFC 193: Rousey vs Holm,Stefan Struve,0.56,58,1,1,Jared Rosholt,0.43,37,7,4,"Melbourne, Victoria, Australia",3,3,Heavyweight,0,U-DEC,2015,4.04,3.12,210.82,84.0,Orthodox,0.47,0.46,1.7,0.46,0.56,0.55,265,1988,33,13,0,0,1.52,2.08,187.96,75.0,Orthodox,0.46,0.59,0.1,0.41,1.83,0.66,265,1986,14,4,0,0,27,29
UFC 193: Rousey vs Holm,Jake Matthews,0.63,98,3,1,Akbarh Arreola,0.51,41,0,0,"Melbourne, Victoria, Australia",3,2,Lightweight,1,KO/TKO,2015,2.16,3.03,180.34,73.0,Orthodox,0.44,0.61,0.6,0.41,1.93,0.66,170,1994,17,5,0,0,4.01,2.32,177.8,71.0,Southpaw,0.45,0.56,0.4,1.0,1.07,0.33,155,1983,23,11,1,0,21,32
UFC 193: Rousey vs Holm,Gian Villante,0.18,32,0,0,Anthony Perosh,0.55,34,0,0,"Melbourne, Victoria, Australia",3,1,Light Heavyweight,1,KO/TKO,2015,5.48,4.39,190.5,76.0,Orthodox,0.43,0.55,0.0,0.23,0.46,0.83,230,1985,17,13,0,0,3.77,2.27,190.5,75.0,Orthodox,0.43,0.53,1.1,0.22,2.03,0.33,205,1972,15,10,0,0,30,43
UFC 193: Rousey vs Holm,Kyle Noke,0.53,43,0,0,Peter Sobotta,0.33,6,0,0,"Melbourne, Victoria, Australia",3,1,Welterweight,1,KO/TKO,2015,2.09,3.23,185.42,76.0,Southpaw,0.5,0.64,0.8,0.54,1.53,0.66,170,1980,22,10,1,0,2.9,2.14,182.88,75.0,Southpaw,0.4,0.58,0.5,0.32,1.53,0.77,170,1987,17,7,1,0,35,28
UFC 193: Rousey vs Holm,Ronda Rousey,0.26,65,1,0,Holly Holm,0.71,53,1,1,"Melbourne, Victoria, Australia",5,2,Women's Bantamweight,0,KO/TKO,2015,4.14,4.17,170.18,66.0,Orthodox,0.52,0.44,4.8,0.68,6.26,0.5,135,1987,12,2,0,0,2.8,3.16,172.72,69.0,Southpaw,0.38,0.57,0.1,0.3,0.81,0.76,135,1981,14,5,0,0,28,34
UFC 193: Rousey vs Holm,Joanna Jedrzejczyk,0.49,441,0,0,Valerie Letourneau,0.32,321,5,1,"Melbourne, Victoria, Australia",5,5,Women's Strawweight,1,U-DEC,2015,3.08,6.3,167.64000000000001,65.0,Orthodox,0.48,0.64,0.1,0.62,0.28,0.81,115,1987,16,4,0,0,5.4,4.51,170.18,68.0,Orthodox,0.37,0.58,0.3,0.45,0.77,0.66,115,1983,8,6,0,0,28,32
UFC 193: Rousey vs Holm,Antonio Silva,0.66,18,0,0,Mark Hunt,0.52,17,0,0,"Melbourne, Victoria, Australia",3,1,Heavyweight,0,KO/TKO,2015,3.09,2.89,193.04,82.0,Orthodox,0.45,0.5,0.8,0.29,0.82,0.66,264,1979,19,12,1,0,2.9,2.81,177.8,72.0,Orthodox,0.43,0.51,0.2,0.55,0.51,0.64,265,1974,13,14,1,1,36,41
UFC 197: Jones vs Saint Preux,Efrain Escudero,0.61,114,7,1,Kevin Lee,0.4,160,4,1,"Las Vegas, Nevada, USA",3,3,Lightweight,0,U-DEC,2016,2.3,2.92,175.26,71.0,Orthodox,0.44,0.63,0.8,0.4,1.31,0.66,155,1986,28,12,0,0,3.56,3.89,175.26,77.0,Orthodox,0.42,0.5,0.8,0.43,3.19,0.75,170,1992,18,7,0,0,30,24
UFC 197: Jones vs Saint Preux,James Vick,0.34,114,10,4,Glaico Franca Moreira,0.54,172,0,0,"Las Vegas, Nevada, USA",3,3,Lightweight,1,U-DEC,2016,3.31,4.13,190.5,76.0,Orthodox,0.39,0.6,0.7,0.33,0.26,0.57,155,1987,13,5,0,0,3.46,2.35,182.88,77.0,Orthodox,0.42,0.47,0.3,0.42,2.68,0.76,155,1991,15,5,0,0,29,25
UFC 197: Jones vs Saint Preux,Marcos Rogerio de Lima,0.7,41,0,0,Clint Hester,0.0,5,0,0,"Las Vegas, Nevada, USA",3,1,Light Heavyweight,1,SUB,2016,2.11,3.24,185.42,75.0,Orthodox,0.54,0.53,0.6,0.66,1.14,0.43,253,1985,18,8,1,0,3.44,3.36,187.96,77.0,Orthodox,0.42,0.56,0.0,0.35,1.02,0.6,205,1986,11,6,0,0,31,30
UFC 197: Jones vs Saint Preux,Carla Esparza,0.66,42,7,5,Juliana Lima,0.6,43,3,0,"Las Vegas, Nevada, USA",3,3,Women's Strawweight,1,U-DEC,2016,2.75,2.34,154.94,63.0,Orthodox,0.43,0.53,0.3,0.37,3.53,0.48,115,1987,19,6,0,0,2.11,1.94,165.1,65.0,Orthodox,0.44,0.55,0.0,0.31,1.72,0.7,115,1982,9,5,0,0,29,34
UFC Fight Night: MacDonald vs Thompson,Ali Bagautinov,0.72,124,8,5,Geane Herrera,0.52,25,2,1,"Ottawa, Ontario, Canada",3,3,Flyweight,1,U-DEC,2016,3.09,2.85,162.56,65.0,Orthodox,0.42,0.52,0.3,0.36,2.51,0.65,125,1985,15,6,0,0,5.07,1.51,165.1,66.0,Orthodox,0.31,0.52,0.6,0.37,0.83,0.38,125,1990,9,3,0,0,31,26
UFC Fight Night: Almeida vs Garbrandt,Chris de la Rocha,0.39,98,7,0,Adam Milstead,0.5,116,0,0,"Las Vegas, Nevada, USA",3,2,Heavyweight,0,KO/TKO,2016,6.37,4.08,190.5,80.0,Orthodox,0.45,0.43,1.0,0.3,2.02,0.33,250,1979,5,3,0,0,4.79,3.85,190.5,76.0,Orthodox,0.46,0.43,0.0,0.0,0.0,0.64,205,1987,8,4,0,0,37,29
UFC Fight Night: Dos Anjos vs. Alvarez,Vicente Luque,0.46,54,5,4,Alvaro Herrera Mendoza,0.46,26,0,0,"Las Vegas, Nevada, USA",3,2,Welterweight,1,SUB,2016,5.67,5.65,180.34,75.0,Orthodox,0.54,0.52,1.0,0.5,0.64,0.64,170,1991,21,7,1,0,3.4,1.89,182.88,74.0,Orthodox,0.38,0.55,1.1,0.0,0.0,0.33,155,1990,9,6,0,0,25,26
UFC 200: Tate vs Nunes,Jim Miller,0.3,26,1,1,Takanori Gomi,0.2,5,0,0,"Las Vegas, Nevada, USA",3,1,Lightweight,1,KO/TKO,2016,2.92,2.65,172.72,71.0,Southpaw,0.4,0.59,1.8,0.43,1.63,0.47,155,1983,32,16,0,1,3.52,3.81,170.18,70.0,Southpaw,0.41,0.6,0.8,0.65,1.23,0.63,155,1978,35,14,0,1,33,38
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Jake Matthews,0.38,13,0,0,Kevin Lee,0.63,38,2,1,"Las Vegas, Nevada, USA",3,1,Lightweight,0,KO/TKO,2016,2.16,3.03,180.34,73.0,Orthodox,0.44,0.61,0.6,0.41,1.93,0.66,170,1994,17,5,0,0,3.56,3.89,175.26,77.0,Orthodox,0.42,0.5,0.8,0.43,3.19,0.75,170,1992,18,7,0,0,22,24
UFC 201: Lawler vs. Woodley,Damien Brown,0.62,27,0,0,Cesar Arzamendia,0.52,42,0,0,"Atlanta, Georgia, USA",3,1,Lightweight,1,KO/TKO,2016,4.86,3.66,177.8,68.0,Orthodox,0.38,0.5,0.7,0.27,0.68,0.53,155,1984,17,12,0,0,5.2,5.37,180.34,73.0,Orthodox,0.45,0.56,2.4,0.75,7.32,0.0,155,1991,8,3,0,0,32,25
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Li Jingliang,0.4,15,1,1,Anton Zafir,0.55,9,2,2,"Las Vegas, Nevada, USA",3,1,Welterweight,1,KO/TKO,2016,3.65,4.52,182.88,71.0,Orthodox,0.42,0.59,0.0,0.39,1.28,0.59,170,1988,18,6,0,0,2.31,2.99,180.34,73.0,Orthodox,0.64,0.52,0.0,0.6,6.11,0.0,170,1987,7,3,0,0,28,29
UFC 197: Jones vs Saint Preux,Cody East,0.53,58,0,0,Walt Harris,0.41,62,0,0,"Las Vegas, Nevada, USA",3,1,Heavyweight,0,KO/TKO,2016,7.32,4.15,190.5,77.0,Orthodox,0.43,0.4,0.0,1.0,3.97,0.16,245,1988,12,3,0,0,3.33,3.05,195.57999999999998,77.0,Southpaw,0.39,0.54,0.1,0.28,0.29,0.7,250,1983,13,10,0,1,28,33
UFC on FOX: Holm vs. Shevchenko,Dmitrii Smoliakov,0.46,43,7,1,Luis Henrique,0.41,34,1,0,"Chicago, Illinois, USA",3,2,Heavyweight,0,SUB,2016,3.81,1.44,187.96,74.0,Switch,0.42,0.55,0.0,0.0,0.0,0.75,253,1982,9,3,0,0,2.22,1.81,187.96,74.0,Orthodox,0.43,0.47,1.0,0.36,3.09,0.5,243,1993,10,5,0,1,34,23
UFC on FOX: Maia vs. Condit,Thibault Gouti,0.48,35,0,0,Chad Laprise,0.25,16,0,0,"Vancouver, British Columbia, Canada",3,1,Lightweight,0,KO/TKO,2016,5.64,3.68,177.8,72.0,Orthodox,0.34,0.5,0.3,0.8,1.23,0.83,155,1987,12,5,0,0,3.59,4.78,177.8,71.0,Orthodox,0.42,0.65,0.0,0.54,1.05,0.78,170,1986,13,4,0,0,29,30
UFC Fight Night: Rodriguez vs. Caceres,Justin Ledet,0.35,166,0,0,Chase Sherman,0.49,230,0,0,"Salt Lake City, Utah, USA",3,3,Heavyweight,1,U-DEC,2016,4.82,3.35,193.04,80.0,Orthodox,0.39,0.49,0.2,0.5,0.23,0.42,205,1988,9,4,0,1,6.33,6.24,193.04,78.0,Orthodox,0.45,0.51,0.0,0.0,0.0,0.82,250,1989,15,8,0,0,28,27
UFC 203: Miocic vs. Overeem,Sean Spencer,0.29,57,0,0,Yancy Medeiros,0.19,89,0,0,"Cleveland, Ohio, USA",3,2,Welterweight,0,SUB,2016,4.02,4.24,177.8,74.0,Orthodox,0.32,0.6,0.0,0.33,0.14,0.68,170,1987,12,6,0,0,5.67,4.36,177.8,75.0,Orthodox,0.37,0.47,0.7,0.5,0.33,0.73,155,1987,15,8,0,1,29,29
UFC 202: Diaz vs. McGregor 2,Neil Magny,0.34,23,5,0,Lorenz Larkin,0.66,48,0,0,"Las Vegas, Nevada, USA",3,1,Welterweight,0,KO/TKO,2016,2.06,3.67,190.5,80.0,Orthodox,0.46,0.56,0.3,0.42,2.44,0.57,170,1987,25,9,0,0,2.74,3.53,180.34,72.0,Orthodox,0.46,0.63,0.1,0.42,0.27,0.79,170,1986,18,6,0,1,29,30
UFC Fight Night: Rodriguez vs. Caceres,Cub Swanson,0.61,109,1,1,Tatsuya Kawajiri,0.22,101,12,3,"Salt Lake City, Utah, USA",3,3,Featherweight,1,U-DEC,2016,3.66,4.63,172.72,70.0,Orthodox,0.5,0.6,0.5,0.51,1.08,0.6,145,1983,27,12,0,0,2.01,2.04,170.18,69.0,Orthodox,0.44,0.5,1.1,0.48,3.63,0.63,145,1978,36,11,2,0,33,38
UFC 203: Miocic vs. Overeem,Brad Tavares,0.46,100,0,0,Caio Magalhaes,0.32,81,7,1,"Cleveland, Ohio, USA",3,3,Middleweight,1,S-DEC,2016,2.76,3.18,185.42,74.0,Orthodox,0.42,0.57,0.0,0.27,0.91,0.79,185,1987,19,7,0,0,2.78,2.27,185.42,73.0,Orthodox,0.4,0.56,1.6,0.15,1.05,0.58,185,1987,10,3,0,0,29,29
UFC 202: Diaz vs. McGregor 2,Colby Covington,0.56,46,9,6,Max Griffin,0.37,35,0,0,"Las Vegas, Nevada, USA",3,3,Welterweight,1,KO/TKO,2016,2.86,4.12,180.34,72.0,Orthodox,0.38,0.55,0.1,0.5,4.61,0.75,170,1988,16,2,0,0,3.97,4.35,180.34,76.0,Orthodox,0.49,0.57,0.4,0.53,1.63,0.7,170,1985,18,8,0,0,28,31
