card_name,f1,f1_sig_strike_per,f1_sig_strike_total,f1_td_attempt,f1_td_succeed,f2,f2_sig_strike_per,f2_sig_strike_total,f2_td_attempt,f2_td_succeed,fights_location,round_format,round_fought,weight_class,winner,winning_method,fight_year,SApM_f1,SLpM_f1,height_f1,reach_f1,stance_f1,strAcc_f1,strDef_f1,subAvg_f1,tdAcc_f1,tdAvg_f1,tdDef_f1,weight_f1,born_year_f1,win_f1,lose_f1,draw_f1,nc_f1,SApM_f2,SLpM_f2,height_f2,reach_f2,stance_f2,strAcc_f2,strDef_f2,subAvg_f2,tdAcc_f2,tdAvg_f2,tdDef_f2,weight_f2,born_year_f2,win_f2,lose_f2,draw_f2,nc_f2,f1_age_when_fight,f2_age_when_fight
UFC 202: Diaz vs. McGregor 2,Marvin Vettori,0.44,9,2,1,Alberto Uda,0.71,14,1,1,"Las Vegas, Nevada, USA",3,1,Middleweight,1,SUB,2016,3.04,3.88,182.88,74.0,Southpaw,0.43,0.63,0.7,0.47,2.24,0.78,185,1993,17,5,1,0,3.49,1.79,190.5,77.0,Orthodox,0.52,0.45,0.0,0.5,2.83,0.66,185,1984,12,2,0,0,23,32
UFC 203: Miocic vs. Overeem,Jessica Eye,0.26,199,0,0,Bethe Correia,0.32,150,3,0,"Cleveland, Ohio, USA",3,3,Women's Bantamweight,0,S-DEC,2016,4.19,3.96,167.64000000000001,66.0,Orthodox,0.36,0.56,0.5,0.44,0.55,0.57,125,1986,15,10,0,1,4.56,4.39,165.1,64.0,Orthodox,0.44,0.58,0.0,0.2,0.44,0.84,135,1983,11,5,1,0,30,33
UFC 203: Miocic vs. Overeem,Drew Dober,0.48,41,1,0,Jason Gonzalez,0.33,30,0,0,"Cleveland, Ohio, USA",3,1,Lightweight,1,KO/TKO,2016,4.08,4.38,172.72,70.0,Southpaw,0.4,0.52,0.1,0.18,0.82,0.55,155,1988,23,11,0,1,3.13,3.06,187.96,74.0,Southpaw,0.39,0.58,1.0,0.0,0.0,0.3,155,1990,11,5,0,0,28,26
UFC 203: Miocic vs. Overeem,Jimmie Rivera,0.19,112,4,0,Urijah Faber,0.33,160,0,0,"Cleveland, Ohio, USA",3,3,Bantamweight,1,U-DEC,2016,3.9,4.03,162.56,68.0,Orthodox,0.4,0.6,0.1,0.27,0.88,0.92,135,1989,23,5,0,0,2.59,2.65,167.64000000000001,67.0,Orthodox,0.4,0.64,0.8,0.3,1.54,0.58,135,1979,35,11,0,0,27,37
UFC 203: Miocic vs. Overeem,Nik Lentz,0.76,50,6,5,Michael McBride,0.51,31,1,0,"Cleveland, Ohio, USA",3,2,Lightweight,1,KO/TKO,2016,3.25,3.44,172.72,68.0,Orthodox,0.47,0.5,1.2,0.32,3.3,0.43,145,1984,30,12,2,1,5.85,4.08,185.42,75.0,Orthodox,0.48,0.4,1.2,0.42,1.85,0.3,155,1986,8,3,0,0,32,30
UFC 203: Miocic vs. Overeem,Fabricio Werdum,0.59,142,3,0,Travis Browne,0.25,143,0,0,"Cleveland, Ohio, USA",3,3,Heavyweight,1,U-DEC,2016,2.64,3.59,193.04,77.0,Orthodox,0.52,0.55,1.2,0.31,1.75,0.31,231,1977,24,9,1,0,4.31,2.93,198.12,79.0,Orthodox,0.41,0.42,0.2,0.68,1.21,0.75,255,1982,18,7,1,0,39,34
UFC 203: Miocic vs. Overeem,CM Punk,0.0,1,0,0,Mickey Gall,0.62,32,1,1,"Cleveland, Ohio, USA",3,1,Welterweight,0,SUB,2016,4.87,1.1,185.42,73.0,Orthodox,0.23,0.4,0.0,0.11,0.87,0.0,170,1978,0,1,0,1,3.68,2.6,187.96,74.0,Switch,0.46,0.44,2.4,0.28,1.32,0.36,170,1992,7,3,0,0,38,24
UFC 203: Miocic vs. Overeem,Jessica Andrade,0.71,28,3,2,Joanne Calderwood,0.5,26,0,0,"Cleveland, Ohio, USA",3,1,Women's Strawweight,1,SUB,2016,5.2,6.15,154.94,62.0,Orthodox,0.5,0.52,0.4,0.55,2.97,0.66,115,1991,21,9,0,0,4.5,6.75,167.64000000000001,65.0,Orthodox,0.5,0.52,0.4,0.55,1.62,0.63,125,1985,15,6,0,0,25,31
UFC 202: Diaz vs. McGregor 2,Chris Avila,0.45,117,1,0,Artem Lobov,0.32,128,1,0,"Las Vegas, Nevada, USA",3,3,Featherweight,0,U-DEC,2016,4.17,2.37,177.8,72.0,Orthodox,0.3,0.48,0.0,0.0,0.0,0.46,145,1993,5,4,0,0,4.82,3.52,175.26,65.0,Southpaw,0.41,0.5,0.0,0.25,0.39,0.52,145,1986,13,15,1,1,23,30
UFC 203: Miocic vs. Overeem,Alistair Overeem,0.56,60,1,1,Stipe Miocic,0.52,17,0,0,"Cleveland, Ohio, USA",5,1,Heavyweight,0,KO/TKO,2016,2.44,3.67,193.04,80.0,Orthodox,0.64,0.57,0.8,0.55,1.42,0.73,265,1980,47,19,0,1,3.82,4.82,193.04,80.0,Orthodox,0.53,0.54,0.0,0.34,1.86,0.68,240,1982,20,4,0,0,36,34
UFC 202: Diaz vs. McGregor 2,Cortney Casey,0.23,17,1,1,Randa Markos,0.58,36,0,0,"Las Vegas, Nevada, USA",3,1,Women's Strawweight,1,SUB,2016,4.19,4.33,170.18,67.0,Orthodox,0.38,0.52,0.6,0.27,0.28,0.38,125,1987,9,9,0,0,3.27,2.87,162.56,63.0,Orthodox,0.42,0.58,0.2,0.28,1.2,0.52,115,1985,10,12,1,0,29,31
UFC 202: Diaz vs. McGregor 2,Raquel Pennington,0.66,50,5,3,Elizabeth Phillips,0.44,34,5,1,"Las Vegas, Nevada, USA",3,3,Women's Bantamweight,1,U-DEC,2016,3.2,3.62,170.18,67.0,Orthodox,0.48,0.63,0.7,0.28,1.12,0.65,135,1988,11,9,0,0,3.07,2.6,167.64000000000001,65.0,Orthodox,0.33,0.58,0.2,0.25,0.75,0.53,135,1986,6,6,0,0,28,30
UFC 202: Diaz vs. McGregor 2,Cody Garbrandt,0.44,27,0,0,Takeya Mizugaki,0.44,9,0,0,"Las Vegas, Nevada, USA",3,1,Bantamweight,1,KO/TKO,2016,4.14,3.17,172.72,65.0,Orthodox,0.38,0.61,0.0,0.32,1.05,0.83,135,1991,12,4,0,0,3.27,3.37,170.18,69.0,Orthodox,0.37,0.57,0.1,0.57,1.46,0.7,135,1983,21,11,2,0,25,33
UFC 202: Diaz vs. McGregor 2,Tim Means,0.6,118,0,0,Sabah Homasi,0.41,80,2,2,"Las Vegas, Nevada, USA",3,2,Welterweight,1,KO/TKO,2016,3.58,5.06,187.96,75.0,Orthodox,0.48,0.61,0.2,0.39,0.92,0.66,170,1984,32,12,1,1,6.91,4.98,182.88,72.0,Orthodox,0.48,0.47,0.0,0.5,2.8,0.66,170,1988,11,8,0,0,32,28
UFC 202: Diaz vs. McGregor 2,Anthony Johnson,0.5,8,0,0,Glover Teixeira,0.33,3,0,0,"Las Vegas, Nevada, USA",3,1,Light Heavyweight,1,KO/TKO,2016,1.83,3.25,187.96,78.0,Orthodox,0.47,0.6,0.6,0.57,2.43,0.77,205,1984,22,6,0,0,3.84,3.75,187.96,76.0,Orthodox,0.47,0.54,1.0,0.4,2.04,0.6,205,1979,32,7,0,0,32,37
UFC 202: Diaz vs. McGregor 2,Nate Diaz,0.48,343,7,1,Conor McGregor,0.57,286,1,0,"Las Vegas, Nevada, USA",5,5,Welterweight,0,M-DEC,2016,3.73,4.51,182.88,76.0,Southpaw,0.45,0.52,1.3,0.3,1.1,0.41,170,1985,21,13,0,0,4.66,5.32,175.26,74.0,Southpaw,0.49,0.54,0.1,0.55,0.67,0.66,155,1988,22,6,0,0,31,28
UFC 202: Diaz vs. McGregor 2,Rick Story,0.33,51,5,1,Donald Cerrone,0.61,73,1,1,"Las Vegas, Nevada, USA",3,2,Welterweight,0,KO/TKO,2016,2.17,3.8,175.26,71.0,Southpaw,0.41,0.62,0.9,0.48,2.53,0.63,170,1984,19,9,0,0,4.49,4.43,185.42,73.0,Orthodox,0.46,0.53,1.2,0.33,1.18,0.74,170,1983,36,16,0,2,32,33
UFC 202: Diaz vs. McGregor 2,Mike Perry,0.27,29,0,0,Hyun Gyu Lim,0.62,50,0,0,"Las Vegas, Nevada, USA",3,1,Welterweight,1,KO/TKO,2016,5.16,4.32,177.8,71.0,Orthodox,0.47,0.52,0.2,0.4,0.81,0.78,170,1991,14,8,0,0,5.07,4.45,190.5,77.0,Orthodox,0.41,0.51,0.2,1.0,0.23,0.73,170,1985,13,7,1,0,25,31
UFC on FOX: Maia vs. Condit,Garreth McLellan,0.41,139,8,2,Alessio Di Chirico,0.44,136,6,2,"Vancouver, British Columbia, Canada",3,3,Middleweight,0,S-DEC,2016,2.94,3.56,185.42,72.0,Southpaw,0.54,0.45,0.9,0.22,1.15,0.34,185,1982,13,6,0,0,3.24,3.3,182.88,74.0,Orthodox,0.41,0.62,0.0,0.45,1.62,0.83,185,1989,13,6,0,0,34,27
UFC on FOX: Maia vs. Condit,Sam Alvey,0.51,114,0,0,Kevin Casey,0.49,51,2,0,"Vancouver, British Columbia, Canada",3,2,Middleweight,1,KO/TKO,2016,3.52,3.29,187.96,75.0,Southpaw,0.44,0.53,0.1,0.16,0.07,0.81,185,1986,33,16,1,1,3.76,2.27,180.34,77.0,Southpaw,0.53,0.46,0.4,0.22,0.79,0.27,185,1981,9,5,2,2,30,35
UFC on FOX: Maia vs. Condit,Enrique Barzola,0.33,165,9,1,Kyle Bochniak,0.29,141,3,1,"Vancouver, British Columbia, Canada",3,3,Featherweight,0,S-DEC,2016,2.97,3.91,170.18,70.0,Orthodox,0.41,0.68,0.3,0.45,4.2,0.66,145,1989,17,5,2,0,5.11,2.63,170.18,70.0,Orthodox,0.31,0.58,0.0,0.15,1.14,0.62,145,1987,8,5,0,0,27,29
UFC on FOX: Maia vs. Condit,Shane Campbell,0.69,13,0,0,Felipe Silva,0.44,25,0,0,"Vancouver, British Columbia, Canada",3,1,Lightweight,0,KO/TKO,2016,3.19,3.99,182.88,71.0,Orthodox,0.59,0.55,0.0,0.28,1.36,0.82,155,1987,14,6,0,0,1.8,5.4,182.88,77.0,Orthodox,0.5,0.59,0.0,1.0,1.0,0.71,155,1984,8,2,0,0,29,32
UFC on FOX: Maia vs. Condit,Jim Miller,0.39,136,4,3,Joe Lauzon,0.48,166,3,0,"Vancouver, British Columbia, Canada",3,3,Lightweight,1,S-DEC,2016,2.92,2.65,172.72,71.0,Southpaw,0.4,0.59,1.8,0.43,1.63,0.47,155,1983,32,16,0,1,5.39,2.84,177.8,71.0,Orthodox,0.39,0.54,2.0,0.45,2.39,0.54,155,1984,28,16,0,0,33,32
UFC on FOX: Maia vs. Condit,Anthony Pettis,0.6,87,0,0,Charles Oliveira,0.47,86,11,4,"Vancouver, British Columbia, Canada",3,3,Featherweight,1,SUB,2016,3.44,3.05,177.8,72.0,Orthodox,0.47,0.54,1.1,0.5,0.61,0.6,155,1987,24,10,0,0,3.01,3.26,177.8,74.0,Orthodox,0.52,0.53,2.7,0.44,2.64,0.57,155,1989,31,8,0,1,29,27
UFC on FOX: Maia vs. Condit,Jeremy Kennedy,0.38,71,14,5,Alex Ricci,0.46,60,2,0,"Vancouver, British Columbia, Canada",3,3,Lightweight,1,U-DEC,2016,2.58,2.22,180.34,71.0,Orthodox,0.46,0.47,0.0,0.52,5.73,0.66,145,1992,11,1,0,0,2.53,2.48,180.34,73.0,Orthodox,0.41,0.64,0.0,0.0,0.0,0.64,155,1982,10,5,0,0,24,34
UFC on FOX: Maia vs. Condit,Bec Rawlings,0.39,63,0,0,Paige VanZant,0.41,51,0,0,"Vancouver, British Columbia, Canada",3,2,Women's Strawweight,0,KO/TKO,2016,5.66,4.48,167.64000000000001,64.0,Orthodox,0.42,0.57,0.4,0.4,0.71,0.68,125,1989,7,8,0,0,2.62,3.35,162.56,65.0,Orthodox,0.52,0.42,1.0,0.33,1.27,0.34,115,1994,8,5,0,0,27,22
UFC on FOX: Maia vs. Condit,Carlos Condit,1.0,1,1,1,Demian Maia,0.16,6,0,0,"Vancouver, British Columbia, Canada",5,1,Welterweight,0,SUB,2016,2.67,3.66,187.96,75.0,Orthodox,0.39,0.55,1.0,0.46,0.59,0.38,170,1984,32,14,0,0,2.07,1.8,185.42,72.0,Southpaw,0.43,0.63,1.0,0.24,2.49,0.61,170,1977,28,11,0,0,32,39
UFC Fight Night: Arlovski vs. Barnett,Leandro Silva,0.29,82,10,2,Rustam Khabilov,0.34,83,2,0,"Hamburg, Hamburg, Germany",3,3,Lightweight,0,U-DEC,2016,2.08,2.39,175.26,72.0,Orthodox,0.48,0.63,0.4,0.37,1.76,0.65,155,1985,20,6,1,1,2.16,1.98,172.72,73.0,Orthodox,0.34,0.65,0.1,0.41,3.95,0.61,155,1986,24,4,0,0,31,30
UFC Fight Night: Arlovski vs. Barnett,Scott Askham,0.34,106,3,0,Jack Hermansson,0.56,156,6,1,"Hamburg, Hamburg, Germany",3,3,Middleweight,0,U-DEC,2016,3.52,3.03,190.5,75.0,Southpaw,0.46,0.52,0.7,0.18,0.44,0.65,185,1988,14,4,0,0,3.36,4.86,185.42,77.0,Orthodox,0.45,0.54,0.6,0.36,2.09,0.75,185,1988,22,6,0,0,28,28
UFC Fight Night: Arlovski vs. Barnett,Nicolas Dalby,0.5,76,5,3,Peter Sobotta,0.26,52,1,0,"Hamburg, Hamburg, Germany",3,3,Welterweight,0,U-DEC,2016,3.56,3.26,180.34,74.0,Orthodox,0.38,0.54,0.0,0.29,1.25,0.65,170,1984,19,4,1,2,2.9,2.14,182.88,75.0,Southpaw,0.4,0.58,0.5,0.32,1.53,0.77,170,1987,17,7,1,0,32,29
UFC Fight Night: Arlovski vs. Barnett,Leandro Issa,0.43,146,0,0,Taylor Lapilus,0.31,61,14,3,"Hamburg, Hamburg, Germany",3,3,Bantamweight,0,U-DEC,2016,3.17,2.08,170.18,69.0,Orthodox,0.37,0.58,1.2,0.22,2.38,0.5,135,1983,13,6,0,0,2.0,3.77,167.64000000000001,73.0,Southpaw,0.45,0.61,0.6,0.4,0.58,0.81,135,1992,11,2,0,0,33,24
UFC Fight Night: Arlovski vs. Barnett,Jarjis Danho,0.53,98,5,1,Christian Colombo,0.47,159,1,0,"Hamburg, Hamburg, Germany",3,3,Heavyweight,1,M-DEC,2016,5.25,3.38,190.5,74.0,Orthodox,0.5,0.49,0.0,0.16,0.51,1.0,265,1983,7,1,1,1,4.02,2.76,195.57999999999998,79.0,Orthodox,0.44,0.42,0.0,0.0,0.0,0.33,265,1980,8,3,1,0,33,36
UFC Fight Night: Arlovski vs. Barnett,Nick Hein,0.26,76,5,2,Tae Hyun Bang,0.34,117,2,0,"Hamburg, Hamburg, Germany",3,3,Lightweight,1,U-DEC,2016,3.61,2.65,167.64000000000001,66.0,Southpaw,0.35,0.59,0.0,0.33,0.86,0.83,155,1984,14,5,0,1,2.07,2.72,175.26,71.0,Switch,0.38,0.66,0.5,0.33,0.49,0.57,155,1983,18,10,0,0,32,33
UFC Fight Night: Arlovski vs. Barnett,Ashlee Evans-Smith,0.63,115,5,2,Veronica Macedo,0.56,41,0,0,"Hamburg, Hamburg, Germany",3,3,Women's Bantamweight,1,KO/TKO,2016,4.69,4.54,172.72,67.0,Orthodox,0.34,0.55,0.0,0.23,1.1,0.66,135,1987,6,5,0,0,5.06,3.13,162.56,64.0,Southpaw,0.39,0.43,0.6,0.18,0.57,0.46,125,1995,6,4,1,0,29,21
UFC Fight Night: Arlovski vs. Barnett,Josh Barnett,0.61,62,2,1,Andrei Arlovski,0.64,82,2,1,"Hamburg, Hamburg, Germany",5,3,Heavyweight,1,SUB,2016,2.11,3.2,190.5,78.0,Orthodox,0.5,0.57,1.4,0.55,1.26,0.55,250,1977,35,8,0,0,2.95,3.62,190.5,77.0,Orthodox,0.44,0.57,0.2,0.36,0.45,0.78,240,1979,31,20,0,2,39,37
UFC Fight Night: Arlovski vs. Barnett,Ryan Bader,0.38,34,1,0,Ilir Latifi,0.3,30,5,0,"Hamburg, Hamburg, Germany",3,2,Light Heavyweight,1,KO/TKO,2016,1.39,2.82,187.96,74.0,Orthodox,0.43,0.71,0.4,0.44,3.37,0.8,205,1983,23,5,0,0,2.86,1.84,177.8,73.0,Orthodox,0.39,0.56,0.4,0.34,2.02,1.0,230,1983,16,8,0,1,33,33
UFC Fight Night: Arlovski vs. Barnett,Jessin Ayari,0.4,172,3,0,Jim Wallhead,0.34,135,0,0,"Hamburg, Hamburg, Germany",3,3,Welterweight,1,S-DEC,2016,3.59,3.53,182.88,73.0,Orthodox,0.37,0.58,0.3,0.0,0.0,0.5,155,1992,16,6,0,0,6.65,3.19,177.8,72.0,Orthodox,0.26,0.49,0.0,0.0,0.0,1.0,170,1984,29,11,0,0,24,32
UFC Fight Night: Arlovski vs. Barnett,Jan Blachowicz,0.5,100,5,4,Alexander Gustafsson,0.31,90,1,0,"Hamburg, Hamburg, Germany",3,3,Light Heavyweight,0,U-DEC,2016,2.79,3.59,187.96,78.0,Orthodox,0.49,0.53,0.2,0.53,1.18,0.65,205,1983,28,8,0,0,3.42,4.02,195.57999999999998,79.0,Orthodox,0.4,0.51,0.4,0.39,1.54,0.83,205,1987,18,7,0,0,33,29
UFC Fight Night: Rodriguez vs. Caceres,Teruto Ishihara,0.52,25,1,0,Horacio Gutierrez,0.27,18,0,0,"Salt Lake City, Utah, USA",3,1,Featherweight,1,KO/TKO,2016,3.63,3.26,170.18,69.0,Southpaw,0.44,0.53,0.0,0.16,0.5,0.3,135,1991,10,7,2,0,2.91,0.86,177.8,72.0,Open Stance,0.26,0.46,0.0,0.0,0.0,0.5,145,1990,4,3,0,0,25,26
UFC Fight Night: Rodriguez vs. Caceres,Court McGee,0.38,39,15,4,Dominique Steele,0.35,65,1,0,"Salt Lake City, Utah, USA",3,3,Welterweight,1,U-DEC,2016,3.78,4.76,180.34,75.0,Orthodox,0.36,0.61,0.4,0.23,1.68,0.69,170,1984,21,10,0,0,2.42,2.32,177.8,74.0,Orthodox,0.49,0.5,0.0,0.42,2.95,0.76,170,1988,14,9,0,0,32,28
UFC Fight Night: Rodriguez vs. Caceres,Zak Cummings,0.46,126,0,0,Santiago Ponzinibbio,0.23,152,5,1,"Salt Lake City, Utah, USA",3,3,Welterweight,0,U-DEC,2016,2.83,2.58,182.88,75.0,Southpaw,0.32,0.55,0.7,0.28,0.68,0.65,185,1984,24,7,0,0,4.38,4.65,182.88,73.0,Orthodox,0.4,0.63,0.0,0.36,0.46,0.6,170,1986,29,4,0,0,32,30
UFC Fight Night: Rodriguez vs. Caceres,Viktor Pesta,0.07,42,2,0,Marcin Tybura,0.24,62,0,0,"Salt Lake City, Utah, USA",3,2,Heavyweight,0,KO/TKO,2016,2.54,1.58,190.5,77.0,Orthodox,0.36,0.56,0.0,0.28,3.29,1.0,240,1990,10,4,0,0,3.31,3.63,190.5,78.0,Orthodox,0.5,0.55,0.1,0.45,1.67,0.82,249,1985,22,6,0,0,26,31
UFC Fight Night: Rodriguez vs. Caceres,Jason Novelli,0.42,61,1,0,David Teymur,0.28,28,0,0,"Salt Lake City, Utah, USA",3,2,Lightweight,0,KO/TKO,2016,3.55,1.73,182.88,74.0,Orthodox,0.24,0.66,0.0,0.33,0.7,1.0,155,1979,11,3,1,0,3.53,4.69,175.26,73.0,Southpaw,0.43,0.55,0.0,0.33,0.94,0.77,155,1989,8,2,0,0,37,27
UFC Fight Night: Rodriguez vs. Caceres,Joseph Gigliotti,0.6,69,6,4,Trevor Smith,0.48,31,1,1,"Salt Lake City, Utah, USA",3,3,Middleweight,0,U-DEC,2016,2.92,1.04,180.34,73.0,Orthodox,0.39,0.45,0.8,1.0,1.56,0.5,185,1993,7,2,0,0,3.31,3.29,190.5,75.0,Orthodox,0.55,0.51,0.7,0.32,1.7,0.6,185,1981,15,10,0,0,23,35
UFC Fight Night: Rodriguez vs. Caceres,Thales Leites,0.67,53,11,5,Chris Camozzi,0.53,15,0,0,"Salt Lake City, Utah, USA",3,3,Middleweight,1,SUB,2016,2.99,2.13,185.42,78.0,Orthodox,0.4,0.52,1.1,0.27,2.1,0.3,185,1981,28,9,0,0,2.96,3.57,187.96,75.0,Orthodox,0.44,0.56,0.5,0.19,0.27,0.57,185,1986,24,13,0,0,35,30
UFC on FOX: Holm vs. Shevchenko,Jason Knight,0.41,100,10,4,Jim Alers,0.33,225,2,1,"Chicago, Illinois, USA",3,3,Featherweight,1,S-DEC,2016,3.02,2.95,177.8,71.0,Orthodox,0.33,0.51,1.7,0.31,1.31,0.47,145,1992,20,5,0,0,4.38,2.9,175.26,71.0,Orthodox,0.4,0.56,0.3,0.41,2.26,0.8,145,1986,13,3,0,1,24,30
UFC Fight Night: Rodriguez vs. Caceres,Danielle Taylor,0.06,251,0,0,Maryna Moroz,0.16,102,1,1,"Salt Lake City, Utah, USA",3,3,Women's Strawweight,0,S-DEC,2016,3.31,2.75,152.4,60.0,Orthodox,0.29,0.71,0.2,0.2,0.2,0.7,115,1989,9,4,0,0,4.15,4.09,170.18,67.0,Orthodox,0.31,0.53,0.4,0.18,0.56,0.47,125,1991,10,3,0,0,27,25
UFC Fight Night: Rodriguez vs. Caceres,Alex Caceres,0.35,338,2,1,Yair Rodriguez,0.31,196,1,1,"Salt Lake City, Utah, USA",5,5,Featherweight,0,S-DEC,2016,2.82,4.1,177.8,73.0,Southpaw,0.5,0.65,0.8,0.78,0.57,0.64,145,1988,18,12,0,1,3.13,4.33,180.34,71.0,Orthodox,0.45,0.57,0.9,0.29,0.9,0.63,145,1992,13,2,0,1,28,24
UFC Fight Night: Rodriguez vs. Caceres,Dennis Bermudez,0.5,95,10,5,Rony Jason,0.21,41,0,0,"Salt Lake City, Utah, USA",3,3,Featherweight,1,U-DEC,2016,3.07,4.42,167.64000000000001,66.0,Orthodox,0.46,0.59,1.1,0.4,3.89,0.82,155,1986,17,9,0,0,3.14,2.04,170.18,73.0,Orthodox,0.44,0.53,0.8,0.3,0.59,0.36,145,1984,14,7,0,1,30,32
UFC on FOX: Holm vs. Shevchenko,JC Cottrell,0.62,77,14,7,Michel Prazeres,0.26,53,0,0,"Chicago, Illinois, USA",3,3,Lightweight,0,U-DEC,2016,2.75,0.79,175.26,71.0,Orthodox,0.25,0.45,0.0,1.0,0.79,0.5,155,1989,17,5,0,0,2.51,2.38,167.64000000000001,67.0,Orthodox,0.47,0.57,0.6,0.36,3.94,0.47,170,1981,26,4,0,0,27,35
UFC on FOX: Holm vs. Shevchenko,Frankie Saenz,0.38,116,4,1,Eddie Wineland,0.32,129,1,0,"Chicago, Illinois, USA",3,3,Bantamweight,0,KO/TKO,2016,3.5,3.94,167.64000000000001,66.0,Orthodox,0.47,0.52,0.1,0.31,1.74,0.61,135,1980,13,7,0,0,3.66,3.4,170.18,69.0,Orthodox,0.29,0.69,0.1,0.33,0.34,0.86,135,1984,24,15,1,0,36,32
UFC on FOX: Holm vs. Shevchenko,Kamaru Usman,0.61,67,9,5,Alexander Yakovlev,0.53,15,0,0,"Chicago, Illinois, USA",3,3,Welterweight,1,U-DEC,2016,2.4,4.63,182.88,76.0,Switch,0.54,0.57,0.1,0.48,3.27,1.0,170,1987,19,1,0,0,2.41,1.74,190.5,74.0,Southpaw,0.47,0.58,0.1,0.35,1.66,0.72,155,1984,24,10,1,0,29,32
UFC on FOX: Holm vs. Shevchenko,James Moontasri,0.74,78,8,2,Alex Oliveira,0.46,26,1,0,"Chicago, Illinois, USA",3,3,Welterweight,0,U-DEC,2016,3.86,2.39,177.8,71.0,Switch,0.48,0.4,0.2,0.0,0.0,0.79,170,1988,9,5,0,0,2.23,2.86,180.34,76.0,Orthodox,0.5,0.48,0.6,0.37,2.37,0.63,170,1988,22,10,1,2,28,28
UFC on FOX: Holm vs. Shevchenko,Darren Elkins,0.57,57,6,5,Godofredo Pepey,0.52,38,0,0,"Chicago, Illinois, USA",3,3,Featherweight,1,U-DEC,2016,3.05,3.46,177.8,71.0,Orthodox,0.38,0.52,1.1,0.33,2.67,0.56,145,1984,27,9,0,0,3.23,2.32,170.18,73.0,Orthodox,0.38,0.47,1.5,0.07,0.37,0.35,145,1987,13,6,0,0,32,29
UFC on FOX: Holm vs. Shevchenko,Felice Herrig,0.43,30,1,1,Kailin Curran,0.29,17,0,0,"Chicago, Illinois, USA",3,1,Women's Strawweight,1,SUB,2016,4.84,3.63,162.56,65.0,Orthodox,0.36,0.49,0.9,0.3,1.18,0.72,115,1984,14,9,0,0,4.75,3.89,162.56,65.0,Orthodox,0.43,0.53,0.6,0.57,2.0,0.61,115,1991,4,5,0,0,32,25
UFC on FOX: Holm vs. Shevchenko,Edson Barboza,0.41,136,1,1,Gilbert Melendez,0.3,129,5,0,"Chicago, Illinois, USA",3,3,Lightweight,1,U-DEC,2016,4.19,4.11,180.34,75.0,Orthodox,0.44,0.59,0.1,0.44,0.4,0.78,145,1986,22,10,0,0,2.53,3.44,175.26,73.0,Orthodox,0.33,0.63,0.2,0.41,1.64,0.71,145,1982,22,8,0,0,30,34
UFC on FOX: Holm vs. Shevchenko,Bojan Mihajlovic,0.4,20,0,0,Francis Ngannou,0.5,6,1,0,"Chicago, Illinois, USA",3,1,Heavyweight,0,KO/TKO,2016,5.95,1.23,180.34,73.0,Orthodox,0.35,0.47,0.0,0.0,0.0,0.33,205,1980,10,6,0,0,2.04,2.54,193.04,83.0,Orthodox,0.41,0.45,0.4,0.33,0.2,0.72,250,1986,16,3,0,0,36,30
UFC Fight Night: McDonald vs. Lineker,Scott Holtzman,0.53,99,3,3,Cody Pfister,0.3,93,9,1,"Sioux Falls, South Dakota, USA",3,3,Lightweight,1,U-DEC,2016,3.58,4.32,175.26,69.0,Orthodox,0.48,0.53,0.2,0.56,2.07,0.66,155,1983,14,5,0,0,2.8,1.41,177.8,73.0,Orthodox,0.25,0.51,0.0,0.3,2.82,0.0,155,1990,13,6,1,0,33,26
UFC Fight Night: McDonald vs. Lineker,Rani Yahya,0.53,75,6,3,Matthew Lopez,0.41,34,1,1,"Sioux Falls, South Dakota, USA",3,3,Bantamweight,1,SUB,2016,1.7,1.57,167.64000000000001,67.0,Orthodox,0.37,0.5,2.0,0.33,2.89,0.24,135,1984,27,10,1,1,3.73,3.13,170.18,69.0,Southpaw,0.5,0.55,1.3,0.6,3.32,0.71,135,1987,10,4,0,0,32,29
UFC on FOX: Holm vs. Shevchenko,Holly Holm,0.25,211,0,0,Valentina Shevchenko,0.47,185,7,3,"Chicago, Illinois, USA",5,5,Women's Bantamweight,0,U-DEC,2016,2.8,3.16,172.72,69.0,Southpaw,0.38,0.57,0.1,0.3,0.81,0.76,135,1981,14,5,0,0,1.99,3.02,165.1,66.0,Southpaw,0.51,0.62,0.4,0.63,2.64,0.77,125,1988,21,3,0,0,35,28
UFC Fight Night: McDonald vs. Lineker,Alex Nicholson,0.7,20,1,1,Devin Clark,0.58,31,0,0,"Sioux Falls, South Dakota, USA",3,1,Middleweight,1,KO/TKO,2016,4.65,4.12,193.04,77.0,Orthodox,0.43,0.47,0.5,0.0,0.0,0.5,185,1990,7,4,0,0,2.43,3.33,182.88,75.0,Orthodox,0.57,0.48,0.1,0.36,2.7,0.76,205,1990,12,5,0,0,26,26
UFC Fight Night: McDonald vs. Lineker,Lauren Murphy,0.26,143,4,1,Katlyn Chookagian,0.32,139,1,0,"Sioux Falls, South Dakota, USA",3,3,Women's Bantamweight,0,U-DEC,2016,4.25,3.95,165.1,67.0,Orthodox,0.4,0.61,0.1,0.34,1.16,0.7,125,1983,15,4,0,0,4.37,4.57,175.26,68.0,Orthodox,0.35,0.62,0.4,0.15,0.25,0.52,125,1988,16,4,0,0,33,28
